ObjectID,Date,Sample_ID,Parameter,Results,Units,CAS,HRV,Units1,HRV_Types,Name,Description,Address,City_1,State,Zip,x,y
2919,May14,2017May14,Propylene,1.8,ug/m3,115-07-1,1050000,ug/m3,REL,MPCA - 963,MPCA,2727 10th Ave S,Minneapolis,MN,55407,-10381661.5213,5614172.4109
2920,May14,2017May14,Toluene,1.8,ug/m3,108-88-3,400,ug/m3,HRV,MPCA - 963,MPCA,2727 10th Ave S,Minneapolis,MN,55407,-10381661.5213,5614172.4109
2921,May14,2017May14,Trichlorofluoromethane,1.5,ug/m3,75-69-4,5600000,ug/m3,REL,MPCA - 963,MPCA,2727 10th Ave S,Minneapolis,MN,55407,-10381661.5213,5614172.4109
2922,May14,2017May14,Vinyl acetate,1.6,ug/m3,108-05-4,200,ug/m3,HRV,MPCA - 963,MPCA,2727 10th Ave S,Minneapolis,MN,55407,-10381661.5213,5614172.4109
2923,May14,2020May14,"1,2,4-Trimethylbenzene",1.5,ug/m3,95-63-6,125000,ug/m3,REL,,Volunteer,1300 6th St NE,Minneapolis,MN,55413,-10381535.4303,5621686.7667
2924,May14,2020May14,"1,3,5-Trimethylbenzene",1.1,ug/m3,108-67-8,125000,ug/m3,REL,,Volunteer,1300 6th St NE,Minneapolis,MN,55413,-10381535.4303,5621686.7667
2925,May14,2020May14,2-Butanone (MEK),2.6,ug/m3,78-93-3,10000,ug/m3,HRV,,Volunteer,1300 6th St NE,Minneapolis,MN,55413,-10381535.4303,5621686.7667
2926,May14,2020May14,2-Propanol,2.6,ug/m3,67-63-0,980000,ug/m3,REL,,Volunteer,1300 6th St NE,Minneapolis,MN,55413,-10381535.4303,5621686.7667
2927,May14,2020May14,Acetone,12,ug/m3,67-64-1,590000,ug/m3,REL,,Volunteer,1300 6th St NE,Minneapolis,MN,55413,-10381535.4303,5621686.7667
2928,May14,2020May14,Benzene,1.2,ug/m3,71-43-2,1.3,ug/m3,HRV,,Volunteer,1300 6th St NE,Minneapolis,MN,55413,-10381535.4303,5621686.7667
2929,May14,2020May14,Carbon disulfide,0.51,ug/m3,75-15-0,700,ug/m3,HRV,,Volunteer,1300 6th St NE,Minneapolis,MN,55413,-10381535.4303,5621686.7667
2930,May14,2020May14,Carbon tetrachloride,0.61,ug/m3,56-23-5,12600,ug/m3,REL,,Volunteer,1300 6th St NE,Minneapolis,MN,55413,-10381535.4303,5621686.7667
2931,May14,2020May14,Chloromethane,0.93,ug/m3,74-87-3,206544,ug/m3,PEL,,Volunteer,1300 6th St NE,Minneapolis,MN,55413,-10381535.4303,5621686.7667
2932,May14,2020May14,Cyclohexane,0.9,ug/m3,110-82-7,1050000,ug/m3,REL,,Volunteer,1300 6th St NE,Minneapolis,MN,55413,-10381535.4303,5621686.7667
2933,May14,2020May14,Dichlorodifluoromethane,1.7,ug/m3,75-71-8,4950000,ug/m3,REL,,Volunteer,1300 6th St NE,Minneapolis,MN,55413,-10381535.4303,5621686.7667
2934,May14,2020May14,Ethanol,18.3,ug/m3,64-17-5,1900000,ug/m3,REL,,Volunteer,1300 6th St NE,Minneapolis,MN,55413,-10381535.4303,5621686.7667
2935,May14,2020May14,Ethylbenzene,1.3,ug/m3,100-41-4,10000,ug/m3,HRV,,Volunteer,1300 6th St NE,Minneapolis,MN,55413,-10381535.4303,5621686.7667
2936,May14,2020May14,m&p-Xylene,2.1,ug/m3,179601-23-1,350000,ug/m3,REL,,Volunteer,1300 6th St NE,Minneapolis,MN,55413,-10381535.4303,5621686.7667
2937,May14,2020May14,Methylene Chloride,3.7,ug/m3,75-09-2,20,ug/m3,HRV,,Volunteer,1300 6th St NE,Minneapolis,MN,55413,-10381535.4303,5621686.7667
2938,May14,2020May14,Naphthalene,2.3,ug/m3,91-20-3,9,ug/m3,HRV,,Volunteer,1300 6th St NE,Minneapolis,MN,55413,-10381535.4303,5621686.7667
2939,May14,2020May14,n-Heptane,1.1,ug/m3,142-82-5,350000,ug/m3,REL,,Volunteer,1300 6th St NE,Minneapolis,MN,55413,-10381535.4303,5621686.7667
2940,May14,2020May14,n-Hexane,1.3,ug/m3,110-54-3,2000,ug/m3,HRV,,Volunteer,1300 6th St NE,Minneapolis,MN,55413,-10381535.4303,5621686.7667
2941,May14,2020May14,o-Xylene,1.3,ug/m3,95-47-6,43000,ug/m3,HRV,,Volunteer,1300 6th St NE,Minneapolis,MN,55413,-10381535.4303,5621686.7667
2942,May14,2020May14,Styrene,1.8,ug/m3,100-42-5,1000,ug/m3,HRV,,Volunteer,1300 6th St NE,Minneapolis,MN,55413,-10381535.4303,5621686.7667
2943,May14,2020May14,Tetrachloroethene,6.1,ug/m3,127-18-4,2,ug/m3,RAA,,Volunteer,1300 6th St NE,Minneapolis,MN,55413,-10381535.4303,5621686.7667
2944,May14,2020May14,Toluene,2.8,ug/m3,108-88-3,400,ug/m3,HRV,,Volunteer,1300 6th St NE,Minneapolis,MN,55413,-10381535.4303,5621686.7667
2945,May14,2020May14,Trichloroethene,0.98,ug/m3,79-01-6,3,ug/m3,HRV,,Volunteer,1300 6th St NE,Minneapolis,MN,55413,-10381535.4303,5621686.7667
2946,May14,2020May14,Trichlorofluoromethane,1.5,ug/m3,75-69-4,5600000,ug/m3,REL,,Volunteer,1300 6th St NE,Minneapolis,MN,55413,-10381535.4303,5621686.7667
2947,May14,2036May14,"1,2,4-Trimethylbenzene",1.4,ug/m3,95-63-6,125000,ug/m3,REL,,Volunteer,3118 Lake St W,Minneapolis,MN,55416,-10388432.3603,5613417.3574
2948,May14,2036May14,"1,3,5-Trimethylbenzene",1.3,ug/m3,108-67-8,125000,ug/m3,REL,,Volunteer,3118 Lake St W,Minneapolis,MN,55416,-10388432.3603,5613417.3574
2949,May14,2036May14,2-Butanone (MEK),3.3,ug/m3,78-93-3,10000,ug/m3,HRV,,Volunteer,3118 Lake St W,Minneapolis,MN,55416,-10388432.3603,5613417.3574
2950,May14,2036May14,2-Hexanone,1.6,ug/m3,591-78-6,4000,ug/m3,REL,,Volunteer,3118 Lake St W,Minneapolis,MN,55416,-10388432.3603,5613417.3574
2951,May14,2036May14,2-Propanol,5.4,ug/m3,67-63-0,980000,ug/m3,REL,,Volunteer,3118 Lake St W,Minneapolis,MN,55416,-10388432.3603,5613417.3574
2952,May14,2036May14,Acetone,29.3,ug/m3,67-64-1,590000,ug/m3,REL,,Volunteer,3118 Lake St W,Minneapolis,MN,55416,-10388432.3603,5613417.3574
2953,May14,2036May14,Benzene,4.1,ug/m3,71-43-2,1.3,ug/m3,HRV,,Volunteer,3118 Lake St W,Minneapolis,MN,55416,-10388432.3603,5613417.3574
2954,May14,2036May14,Chloromethane,0.98,ug/m3,74-87-3,206544,ug/m3,PEL,,Volunteer,3118 Lake St W,Minneapolis,MN,55416,-10388432.3603,5613417.3574
2955,May14,2036May14,Cyclohexane,1.2,ug/m3,110-82-7,1050000,ug/m3,REL,,Volunteer,3118 Lake St W,Minneapolis,MN,55416,-10388432.3603,5613417.3574
2956,May14,2036May14,Dichlorodifluoromethane,3,ug/m3,75-71-8,4950000,ug/m3,REL,,Volunteer,3118 Lake St W,Minneapolis,MN,55416,-10388432.3603,5613417.3574
2957,May14,2036May14,Ethanol,32.1,ug/m3,64-17-5,1900000,ug/m3,REL,,Volunteer,3118 Lake St W,Minneapolis,MN,55416,-10388432.3603,5613417.3574
2958,May14,2036May14,Ethylbenzene,1.1,ug/m3,100-41-4,10000,ug/m3,HRV,,Volunteer,3118 Lake St W,Minneapolis,MN,55416,-10388432.3603,5613417.3574
2959,May14,2036May14,m&p-Xylene,2.1,ug/m3,179601-23-1,350000,ug/m3,REL,,Volunteer,3118 Lake St W,Minneapolis,MN,55416,-10388432.3603,5613417.3574
2960,May14,2036May14,Methylene Chloride,52.5,ug/m3,75-09-2,20,ug/m3,HRV,,Volunteer,3118 Lake St W,Minneapolis,MN,55416,-10388432.3603,5613417.3574
2961,May14,2036May14,Naphthalene,5.4,ug/m3,91-20-3,9,ug/m3,HRV,,Volunteer,3118 Lake St W,Minneapolis,MN,55416,-10388432.3603,5613417.3574
2962,May14,2036May14,n-Heptane,1.8,ug/m3,142-82-5,350000,ug/m3,REL,,Volunteer,3118 Lake St W,Minneapolis,MN,55416,-10388432.3603,5613417.3574
2963,May14,2036May14,n-Hexane,0.71,ug/m3,110-54-3,2000,ug/m3,HRV,,Volunteer,3118 Lake St W,Minneapolis,MN,55416,-10388432.3603,5613417.3574
2964,May14,2036May14,o-Xylene,0.94,ug/m3,95-47-6,43000,ug/m3,HRV,,Volunteer,3118 Lake St W,Minneapolis,MN,55416,-10388432.3603,5613417.3574
2965,May14,2036May14,Styrene,1.5,ug/m3,100-42-5,1000,ug/m3,HRV,,Volunteer,3118 Lake St W,Minneapolis,MN,55416,-10388432.3603,5613417.3574
2966,May14,2036May14,Toluene,4,ug/m3,108-88-3,400,ug/m3,HRV,,Volunteer,3118 Lake St W,Minneapolis,MN,55416,-10388432.3603,5613417.3574
2967,May14,2036May14,Trichlorofluoromethane,1.6,ug/m3,75-69-4,5600000,ug/m3,REL,,Volunteer,3118 Lake St W,Minneapolis,MN,55416,-10388432.3603,5613417.3574
2968,May14,2036May14,Vinyl acetate,2.4,ug/m3,108-05-4,200,ug/m3,HRV,,Volunteer,3118 Lake St W,Minneapolis,MN,55416,-10388432.3603,5613417.3574
2969,May14,2041May14,2-Butanone (MEK),2.6,ug/m3,78-93-3,10000,ug/m3,HRV,,Volunteer,1705 Stevens Ave,Minneapolis,MN,55403,-10383351.3689,5616173.5123
2970,May14,2041May14,Acetone,25.7,ug/m3,67-64-1,590000,ug/m3,REL,,Volunteer,1705 Stevens Ave,Minneapolis,MN,55403,-10383351.3689,5616173.5123
2971,May14,2041May14,Benzene,1.9,ug/m3,71-43-2,1.3,ug/m3,HRV,,Volunteer,1705 Stevens Ave,Minneapolis,MN,55403,-10383351.3689,5616173.5123
2972,May14,2041May14,Dichlorodifluoromethane,4.3,ug/m3,75-71-8,4950000,ug/m3,REL,,Volunteer,1705 Stevens Ave,Minneapolis,MN,55403,-10383351.3689,5616173.5123
2973,May14,2041May14,Ethanol,66.9,ug/m3,64-17-5,1900000,ug/m3,REL,,Volunteer,1705 Stevens Ave,Minneapolis,MN,55403,-10383351.3689,5616173.5123
2974,May14,2041May14,Ethyl acetate,2.7,ug/m3,141-78-6,1400000,ug/m3,REL,,Volunteer,1705 Stevens Ave,Minneapolis,MN,55403,-10383351.3689,5616173.5123
2975,May14,2041May14,Propylene,2.9,ug/m3,115-07-1,1050000,ug/m3,REL,,Volunteer,1705 Stevens Ave,Minneapolis,MN,55403,-10383351.3689,5616173.5123
2976,May14,2062May14,"1,2,4-Trimethylbenzene",0.85,ug/m3,95-63-6,125000,ug/m3,REL,Best Body Shop West Side Fence,business,3712 Snelling Ave,Minneapolis,MN,55404,-10377959.2267,5611396.5539
2977,May14,2062May14,2-Propanol,56.4,ug/m3,67-63-0,980000,ug/m3,REL,Best Body Shop West Side Fence,business,3712 Snelling Ave,Minneapolis,MN,55404,-10377959.2267,5611396.5539
2978,May14,2062May14,Benzene,1.3,ug/m3,71-43-2,1.3,ug/m3,HRV,Best Body Shop West Side Fence,business,3712 Snelling Ave,Minneapolis,MN,55404,-10377959.2267,5611396.5539
2979,May14,2062May14,Chloromethane,1.3,ug/m3,74-87-3,206544,ug/m3,PEL,Best Body Shop West Side Fence,business,3712 Snelling Ave,Minneapolis,MN,55404,-10377959.2267,5611396.5539
2980,May14,2062May14,Dichlorodifluoromethane,4.4,ug/m3,75-71-8,4950000,ug/m3,REL,Best Body Shop West Side Fence,business,3712 Snelling Ave,Minneapolis,MN,55404,-10377959.2267,5611396.5539
2981,May14,2062May14,Ethanol,20.7,ug/m3,64-17-5,1900000,ug/m3,REL,Best Body Shop West Side Fence,business,3712 Snelling Ave,Minneapolis,MN,55404,-10377959.2267,5611396.5539
2982,May14,2062May14,Ethyl acetate,1.4,ug/m3,141-78-6,1400000,ug/m3,REL,Best Body Shop West Side Fence,business,3712 Snelling Ave,Minneapolis,MN,55404,-10377959.2267,5611396.5539
2983,May14,2062May14,m&p-Xylene,1.3,ug/m3,179601-23-1,350000,ug/m3,REL,Best Body Shop West Side Fence,business,3712 Snelling Ave,Minneapolis,MN,55404,-10377959.2267,5611396.5539
2984,May14,2062May14,Methylene Chloride,4.6,ug/m3,75-09-2,20,ug/m3,HRV,Best Body Shop West Side Fence,business,3712 Snelling Ave,Minneapolis,MN,55404,-10377959.2267,5611396.5539
2985,May14,2062May14,Naphthalene,1.3,ug/m3,91-20-3,9,ug/m3,HRV,Best Body Shop West Side Fence,business,3712 Snelling Ave,Minneapolis,MN,55404,-10377959.2267,5611396.5539
2986,May14,2062May14,n-Heptane,2,ug/m3,142-82-5,350000,ug/m3,REL,Best Body Shop West Side Fence,business,3712 Snelling Ave,Minneapolis,MN,55404,-10377959.2267,5611396.5539
2987,May14,2062May14,n-Hexane,0.95,ug/m3,110-54-3,2000,ug/m3,HRV,Best Body Shop West Side Fence,business,3712 Snelling Ave,Minneapolis,MN,55404,-10377959.2267,5611396.5539
2988,May14,2062May14,Propylene,4.1,ug/m3,115-07-1,1050000,ug/m3,REL,Best Body Shop West Side Fence,business,3712 Snelling Ave,Minneapolis,MN,55404,-10377959.2267,5611396.5539
2989,May14,2062May14,Toluene,1.9,ug/m3,108-88-3,400,ug/m3,HRV,Best Body Shop West Side Fence,business,3712 Snelling Ave,Minneapolis,MN,55404,-10377959.2267,5611396.5539
2990,May14,2062May14,Trichlorofluoromethane,2.1,ug/m3,75-69-4,5600000,ug/m3,REL,Best Body Shop West Side Fence,business,3712 Snelling Ave,Minneapolis,MN,55404,-10377959.2267,5611396.5539
2991,May14,2092May14,"1,2,4-Trimethylbenzene",1.5,ug/m3,95-63-6,125000,ug/m3,REL,,Volunteer,2850 Cedar Ave S,Minneapolis,MN,55407,-10380257.4621,5613680.1343
2992,May14,2092May14,2-Butanone (MEK),3.1,ug/m3,78-93-3,10000,ug/m3,HRV,,Volunteer,2850 Cedar Ave S,Minneapolis,MN,55407,-10380257.4621,5613680.1343
2993,May14,2092May14,2-Propanol,31.1,ug/m3,67-63-0,980000,ug/m3,REL,,Volunteer,2850 Cedar Ave S,Minneapolis,MN,55407,-10380257.4621,5613680.1343
2994,May14,2092May14,Acetone,18.3,ug/m3,67-64-1,590000,ug/m3,REL,,Volunteer,2850 Cedar Ave S,Minneapolis,MN,55407,-10380257.4621,5613680.1343
2995,May14,2092May14,Benzene,0.95,ug/m3,71-43-2,1.3,ug/m3,HRV,,Volunteer,2850 Cedar Ave S,Minneapolis,MN,55407,-10380257.4621,5613680.1343
2996,May14,2092May14,Chloromethane,0.9,ug/m3,74-87-3,206544,ug/m3,PEL,,Volunteer,2850 Cedar Ave S,Minneapolis,MN,55407,-10380257.4621,5613680.1343
2997,May14,2092May14,Dichlorodifluoromethane,3,ug/m3,75-71-8,4950000,ug/m3,REL,,Volunteer,2850 Cedar Ave S,Minneapolis,MN,55407,-10380257.4621,5613680.1343
2998,May14,2092May14,Ethanol,25.6,ug/m3,64-17-5,1900000,ug/m3,REL,,Volunteer,2850 Cedar Ave S,Minneapolis,MN,55407,-10380257.4621,5613680.1343
2999,May14,2092May14,m&p-Xylene,1.2,ug/m3,179601-23-1,350000,ug/m3,REL,,Volunteer,2850 Cedar Ave S,Minneapolis,MN,55407,-10380257.4621,5613680.1343
3000,May14,2092May14,Methylene Chloride,1.1,ug/m3,75-09-2,20,ug/m3,HRV,,Volunteer,2850 Cedar Ave S,Minneapolis,MN,55407,-10380257.4621,5613680.1343
3001,May14,2092May14,n-Hexane,1.4,ug/m3,110-54-3,2000,ug/m3,HRV,,Volunteer,2850 Cedar Ave S,Minneapolis,MN,55407,-10380257.4621,5613680.1343
3002,May14,2092May14,Toluene,3,ug/m3,108-88-3,400,ug/m3,HRV,,Volunteer,2850 Cedar Ave S,Minneapolis,MN,55407,-10380257.4621,5613680.1343
3003,May14,2092May14,Trichlorofluoromethane,1.6,ug/m3,75-69-4,5600000,ug/m3,REL,,Volunteer,2850 Cedar Ave S,Minneapolis,MN,55407,-10380257.4621,5613680.1343
3004,May14,2092May14,Vinyl acetate,4.1,ug/m3,108-05-4,200,ug/m3,HRV,,Volunteer,2850 Cedar Ave S,Minneapolis,MN,55407,-10380257.4621,5613680.1343
3005,May14,2093May14,2-Butanone (MEK),1.6,ug/m3,78-93-3,10000,ug/m3,HRV,,Volunteer,111 Marquette Ave,Minneapolis,MN,55401,-10382269.656,5618788.719
3006,May14,2093May14,Acetone,8.1,ug/m3,67-64-1,590000,ug/m3,REL,,Volunteer,111 Marquette Ave,Minneapolis,MN,55401,-10382269.656,5618788.719
3007,May14,2093May14,Chloromethane,0.79,ug/m3,74-87-3,206544,ug/m3,PEL,,Volunteer,111 Marquette Ave,Minneapolis,MN,55401,-10382269.656,5618788.719
3008,May14,2093May14,Dichlorodifluoromethane,1.5,ug/m3,75-71-8,4950000,ug/m3,REL,,Volunteer,111 Marquette Ave,Minneapolis,MN,55401,-10382269.656,5618788.719
3009,May14,2093May14,Ethanol,11.4,ug/m3,64-17-5,1900000,ug/m3,REL,,Volunteer,111 Marquette Ave,Minneapolis,MN,55401,-10382269.656,5618788.719
3010,May14,2093May14,Methylene Chloride,1.1,ug/m3,75-09-2,20,ug/m3,HRV,,Volunteer,111 Marquette Ave,Minneapolis,MN,55401,-10382269.656,5618788.719
3011,May14,2093May14,Propylene,1.9,ug/m3,115-07-1,1050000,ug/m3,REL,,Volunteer,111 Marquette Ave,Minneapolis,MN,55401,-10382269.656,5618788.719
3012,May14,2093May14,Toluene,1.8,ug/m3,108-88-3,400,ug/m3,HRV,,Volunteer,111 Marquette Ave,Minneapolis,MN,55401,-10382269.656,5618788.719
3013,May14,2093May14,Trichlorofluoromethane,1.3,ug/m3,75-69-4,5600000,ug/m3,REL,,Volunteer,111 Marquette Ave,Minneapolis,MN,55401,-10382269.656,5618788.719
3014,May14,2103May14,2-Butanone (MEK),5.6,ug/m3,78-93-3,10000,ug/m3,HRV,Perkins Hill co-located,MPRB,3419 4th St N,Minneapolis,MN,55412,-10384439.752,5624238.9731
3015,May14,2103May14,2-Hexanone,1.3,ug/m3,591-78-6,4000,ug/m3,REL,Perkins Hill co-located,MPRB,3419 4th St N,Minneapolis,MN,55412,-10384439.752,5624238.9731
3016,May14,2103May14,Acetone,16.8,ug/m3,67-64-1,590000,ug/m3,REL,Perkins Hill co-located,MPRB,3419 4th St N,Minneapolis,MN,55412,-10384439.752,5624238.9731
3017,May14,2103May14,Dichlorodifluoromethane,3.7,ug/m3,75-71-8,4950000,ug/m3,REL,Perkins Hill co-located,MPRB,3419 4th St N,Minneapolis,MN,55412,-10384439.752,5624238.9731
3018,May14,2103May14,Ethanol,20.3,ug/m3,64-17-5,1900000,ug/m3,REL,Perkins Hill co-located,MPRB,3419 4th St N,Minneapolis,MN,55412,-10384439.752,5624238.9731
3019,May14,2103May14,m&p-Xylene,1.5,ug/m3,179601-23-1,350000,ug/m3,REL,Perkins Hill co-located,MPRB,3419 4th St N,Minneapolis,MN,55412,-10384439.752,5624238.9731
3020,May14,2103May14,Methylene Chloride,2.3,ug/m3,75-09-2,20,ug/m3,HRV,Perkins Hill co-located,MPRB,3419 4th St N,Minneapolis,MN,55412,-10384439.752,5624238.9731
3021,May14,2103May14,n-Heptane,2.5,ug/m3,142-82-5,350000,ug/m3,REL,Perkins Hill co-located,MPRB,3419 4th St N,Minneapolis,MN,55412,-10384439.752,5624238.9731
3022,May14,2103May14,n-Hexane,1,ug/m3,110-54-3,2000,ug/m3,HRV,Perkins Hill co-located,MPRB,3419 4th St N,Minneapolis,MN,55412,-10384439.752,5624238.9731
3023,May14,2103May14,Propylene,3.3,ug/m3,115-07-1,1050000,ug/m3,REL,Perkins Hill co-located,MPRB,3419 4th St N,Minneapolis,MN,55412,-10384439.752,5624238.9731
3024,May14,2103May14,Tetrachloroethene,1.2,ug/m3,127-18-4,2,ug/m3,RAA,Perkins Hill co-located,MPRB,3419 4th St N,Minneapolis,MN,55412,-10384439.752,5624238.9731
3025,May14,2103May14,Toluene,3.1,ug/m3,108-88-3,400,ug/m3,HRV,Perkins Hill co-located,MPRB,3419 4th St N,Minneapolis,MN,55412,-10384439.752,5624238.9731
3026,May14,2103May14,Trichlorofluoromethane,2.5,ug/m3,75-69-4,5600000,ug/m3,REL,Perkins Hill co-located,MPRB,3419 4th St N,Minneapolis,MN,55412,-10384439.752,5624238.9731
3027,May14,2140May14,2-Butanone (MEK),2.3,ug/m3,78-93-3,10000,ug/m3,HRV,GVP NE (near Our Kitchen),business,3607 Bryant Ave S,Minneapolis,MN,55409,-10385073.4128,5611674.6928
3028,May14,2140May14,2-Hexanone,0.81,ug/m3,591-78-6,4000,ug/m3,REL,GVP NE (near Our Kitchen),business,3607 Bryant Ave S,Minneapolis,MN,55409,-10385073.4128,5611674.6928
3029,May14,2140May14,2-Propanol,0.5,ug/m3,67-63-0,980000,ug/m3,REL,GVP NE (near Our Kitchen),business,3607 Bryant Ave S,Minneapolis,MN,55409,-10385073.4128,5611674.6928
3030,May14,2140May14,4-Methyl-2-pentanone (MIBK),0.73,ug/m3,108-10-1,205000,ug/m3,REL,GVP NE (near Our Kitchen),business,3607 Bryant Ave S,Minneapolis,MN,55409,-10385073.4128,5611674.6928
3031,May14,2140May14,Acetone,30.5,ug/m3,67-64-1,590000,ug/m3,REL,GVP NE (near Our Kitchen),business,3607 Bryant Ave S,Minneapolis,MN,55409,-10385073.4128,5611674.6928
3032,May14,2140May14,Benzene,1.2,ug/m3,71-43-2,1.3,ug/m3,HRV,GVP NE (near Our Kitchen),business,3607 Bryant Ave S,Minneapolis,MN,55409,-10385073.4128,5611674.6928
3033,May14,2140May14,Carbon tetrachloride,0.93,ug/m3,56-23-5,12600,ug/m3,REL,GVP NE (near Our Kitchen),business,3607 Bryant Ave S,Minneapolis,MN,55409,-10385073.4128,5611674.6928
3034,May14,2140May14,Chloromethane,1.2,ug/m3,74-87-3,206544,ug/m3,PEL,GVP NE (near Our Kitchen),business,3607 Bryant Ave S,Minneapolis,MN,55409,-10385073.4128,5611674.6928
3035,May14,2140May14,Dichlorodifluoromethane,4.4,ug/m3,75-71-8,4950000,ug/m3,REL,GVP NE (near Our Kitchen),business,3607 Bryant Ave S,Minneapolis,MN,55409,-10385073.4128,5611674.6928
3036,May14,2140May14,Ethanol,22.4,ug/m3,64-17-5,1900000,ug/m3,REL,GVP NE (near Our Kitchen),business,3607 Bryant Ave S,Minneapolis,MN,55409,-10385073.4128,5611674.6928
3037,May14,2140May14,Ethyl acetate,2.5,ug/m3,141-78-6,1400000,ug/m3,REL,GVP NE (near Our Kitchen),business,3607 Bryant Ave S,Minneapolis,MN,55409,-10385073.4128,5611674.6928
3038,May14,2140May14,m&p-Xylene,0.98,ug/m3,179601-23-1,350000,ug/m3,REL,GVP NE (near Our Kitchen),business,3607 Bryant Ave S,Minneapolis,MN,55409,-10385073.4128,5611674.6928
3039,May14,2140May14,n-Hexane,0.65,ug/m3,110-54-3,2000,ug/m3,HRV,GVP NE (near Our Kitchen),business,3607 Bryant Ave S,Minneapolis,MN,55409,-10385073.4128,5611674.6928
3040,May14,2140May14,Propylene,3.7,ug/m3,115-07-1,1050000,ug/m3,REL,GVP NE (near Our Kitchen),business,3607 Bryant Ave S,Minneapolis,MN,55409,-10385073.4128,5611674.6928
3041,May14,2140May14,Tetrahydrofuran,1.9,ug/m3,109-99-9,590000,ug/m3,REL,GVP NE (near Our Kitchen),business,3607 Bryant Ave S,Minneapolis,MN,55409,-10385073.4128,5611674.6928
3042,May14,2140May14,Trichlorofluoromethane,2,ug/m3,75-69-4,5600000,ug/m3,REL,GVP NE (near Our Kitchen),business,3607 Bryant Ave S,Minneapolis,MN,55409,-10385073.4128,5611674.6928
3043,May14,2143May14,2-Butanone (MEK),3,ug/m3,78-93-3,10000,ug/m3,HRV,,Volunteer,3038 45th Ave S,Minneapolis,MN,55406,-10375953.8275,5613190.9657
3044,May14,2143May14,Acetone,10.9,ug/m3,67-64-1,590000,ug/m3,REL,,Volunteer,3038 45th Ave S,Minneapolis,MN,55406,-10375953.8275,5613190.9657
3045,May14,2143May14,Benzene,1.1,ug/m3,71-43-2,1.3,ug/m3,HRV,,Volunteer,3038 45th Ave S,Minneapolis,MN,55406,-10375953.8275,5613190.9657
3046,May14,2143May14,Chloromethane,0.82,ug/m3,74-87-3,206544,ug/m3,PEL,,Volunteer,3038 45th Ave S,Minneapolis,MN,55406,-10375953.8275,5613190.9657
3047,May14,2143May14,Dichlorodifluoromethane,2,ug/m3,75-71-8,4950000,ug/m3,REL,,Volunteer,3038 45th Ave S,Minneapolis,MN,55406,-10375953.8275,5613190.9657
3048,May14,2143May14,Ethanol,15.2,ug/m3,64-17-5,1900000,ug/m3,REL,,Volunteer,3038 45th Ave S,Minneapolis,MN,55406,-10375953.8275,5613190.9657
3049,May14,2143May14,m&p-Xylene,1.8,ug/m3,179601-23-1,350000,ug/m3,REL,,Volunteer,3038 45th Ave S,Minneapolis,MN,55406,-10375953.8275,5613190.9657
3050,May14,2143May14,Methylene Chloride,1.7,ug/m3,75-09-2,20,ug/m3,HRV,,Volunteer,3038 45th Ave S,Minneapolis,MN,55406,-10375953.8275,5613190.9657
3051,May14,2143May14,n-Heptane,1.2,ug/m3,142-82-5,350000,ug/m3,REL,,Volunteer,3038 45th Ave S,Minneapolis,MN,55406,-10375953.8275,5613190.9657
3052,May14,2143May14,n-Hexane,1.2,ug/m3,110-54-3,2000,ug/m3,HRV,,Volunteer,3038 45th Ave S,Minneapolis,MN,55406,-10375953.8275,5613190.9657
3053,May14,2143May14,Propylene,2.5,ug/m3,115-07-1,1050000,ug/m3,REL,,Volunteer,3038 45th Ave S,Minneapolis,MN,55406,-10375953.8275,5613190.9657
3054,May14,2143May14,Toluene,2.4,ug/m3,108-88-3,400,ug/m3,HRV,,Volunteer,3038 45th Ave S,Minneapolis,MN,55406,-10375953.8275,5613190.9657
3055,May14,2143May14,Trichlorofluoromethane,1.5,ug/m3,75-69-4,5600000,ug/m3,REL,,Volunteer,3038 45th Ave S,Minneapolis,MN,55406,-10375953.8275,5613190.9657
3056,May14,2146May14,2-Butanone (MEK),2.2,ug/m3,78-93-3,10000,ug/m3,HRV,,Volunteer,3118 Lake St W,Minneapolis,MN,55416,-10388432.3603,5613417.3574
3057,May14,2146May14,2-Propanol,0.99,ug/m3,67-63-0,980000,ug/m3,REL,,Volunteer,3118 Lake St W,Minneapolis,MN,55416,-10388432.3603,5613417.3574
3058,May14,2146May14,Acetone,33.1,ug/m3,67-64-1,590000,ug/m3,REL,,Volunteer,3118 Lake St W,Minneapolis,MN,55416,-10388432.3603,5613417.3574
3059,May14,2146May14,Benzene,2.1,ug/m3,71-43-2,1.3,ug/m3,HRV,,Volunteer,3118 Lake St W,Minneapolis,MN,55416,-10388432.3603,5613417.3574
3060,May14,2146May14,Carbon disulfide,0.79,ug/m3,75-15-0,700,ug/m3,HRV,,Volunteer,3118 Lake St W,Minneapolis,MN,55416,-10388432.3603,5613417.3574
3061,May14,2146May14,Dichlorodifluoromethane,3.2,ug/m3,75-71-8,4950000,ug/m3,REL,,Volunteer,3118 Lake St W,Minneapolis,MN,55416,-10388432.3603,5613417.3574
3062,May14,2146May14,Ethanol,54.4,ug/m3,64-17-5,1900000,ug/m3,REL,,Volunteer,3118 Lake St W,Minneapolis,MN,55416,-10388432.3603,5613417.3574
3063,May14,2146May14,m&p-Xylene,0.76,ug/m3,179601-23-1,350000,ug/m3,REL,,Volunteer,3118 Lake St W,Minneapolis,MN,55416,-10388432.3603,5613417.3574
